Vertex 		Distance from Source
3162	59.113.54.48	387
3163	59.114.57.203	293
3164	59.115.211.238	380
3165	59.118.59.188	233
3166	59.120.185.83	352
3167	59.127.101.21	365
3168	59.129.87.246	301
3169	59.135.198.189	278
3170	59.139.3.174	303
3171	59.139.191.88	306
3172	59.141.89.192	301
3173	59.154.53.11	581
3174	59.161.67.235	326
3175	59.161.195.181	247
3176	59.163.121.128	420
3177	59.165.33.239	471
3178	59.166.108.42	73
3179	59.173.200.162	378
3180	59.178.19.217	419
3181	59.200.79.123	291
3182	59.209.35.192	451
3183	59.210.86.159	434
3184	59.210.134.229	338
3185	59.216.110.5	378
3186	59.219.5.246	417
3187	59.219.62.39	374
3188	59.225.141.25	280
3189	59.231.55.73	326
3190	59.234.254.125	447
3191	59.239.203.78	323
3192	59.245.238.161	367
3193	59.251.102.31	358
3194	59.253.27.110	257
3195	60.2.102.75	343
3196	60.3.53.109	356
3197	60.14.173.9	166
3198	60.15.97.45	448
3199	60.20.91.46	306
3200	60.22.6.250	361
3201	60.22.143.5	336
3202	60.26.106.245	349
3203	60.26.192.66	269
3204	60.32.8.252	347
3205	60.32.15.157	368
3206	60.34.232.229	569
3207	60.47.20.167	411
3208	60.49.69.55	375
3209	60.51.217.71	384
3210	60.54.152.179	313
3211	60.69.101.146	391
3212	60.71.1.127	488
3213	60.72.178.240	274
3214	60.76.148.71	278
3215	60.79.121.46	498
3216	60.82.4.50	408
3217	60.83.115.182	306
3218	60.84.20.38	112
3219	60.86.248.214	398
3220	60.89.102.15	287
3221	60.94.138.219	450
3222	60.100.150.209	302
3223	60.101.181.6	393
3224	60.112.190.167	345
3225	60.113.2.172	284
3226	60.117.204.7	363
3227	60.118.235.17	427
3228	60.129.182.95	390
3229	60.131.73.230	221
3230	60.133.127.70	299
3231	60.156.42.153	348
3232	60.159.25.124	356
3233	60.166.133.31	271
3234	60.168.120.15	221
3235	60.190.34.176	414
3236	60.191.57.26	394
3237	60.202.46.50	327
3238	60.208.64.250	546
3239	60.212.38.86	273
3240	60.215.254.14	561
3241	60.229.104.4	310
3242	60.232.83.14	328
3243	60.239.117.254	339
3244	60.248.169.105	224
3245	60.254.49.208	181
3246	61.5.139.100	349
3247	61.8.26.6	288
3248	61.13.203.17	271
3249	61.18.245.140	443
3250	61.26.156.242	428
3251	61.26.183.71	417
3252	61.27.171.180	428
3253	61.31.133.149	525
3254	61.38.36.27	395
3255	61.38.244.147	407
3256	61.41.194.169	410
3257	61.42.150.138	334
3258	61.49.15.102	425
3259	61.51.16.198	447
3260	61.59.97.226	457
3261	61.62.173.104	370
3262	61.67.130.172	363
3263	61.67.229.12	271
3264	61.68.121.176	374
3265	61.74.12.221	458
3266	61.77.173.17	335
3267	61.78.95.72	393
3268	61.91.31.162	313
3269	61.96.124.188	352
3270	61.96.205.200	274
3271	61.105.107.156	307
3272	61.111.245.128	255
3273	61.113.45.99	373
3274	61.113.217.54	186
3275	61.120.126.116	180
3276	61.120.191.180	417
3277	61.121.92.196	292
3278	61.131.117.237	391
3279	61.134.58.25	100
3280	61.140.98.167	436
3281	61.142.7.67	488
3282	61.149.166.1	360
3283	61.150.250.150	336
3284	61.155.107.55	305
3285	61.156.12.208	323
3286	61.159.225.15	326
3287	61.163.98.238	331
3288	61.168.52.231	287
3289	61.168.79.232	252
3290	61.171.234.138	336
3291	61.173.227.135	357
3292	61.174.84.64	202
3293	61.180.179.81	295
3294	61.182.155.95	387
3295	61.183.100.58	314
3296	61.183.175.176	328
3297	61.186.125.111	282
3298	61.192.242.135	295
3299	61.194.83.241	204
3300	61.200.143.17	528
3301	61.200.221.49	326
3302	61.207.236.146	276
3303	61.211.226.140	363
3304	61.212.146.79	395
3305	61.218.103.42	419
3306	61.229.117.177	307
3307	61.229.210.156	287
3308	61.231.14.144	375
3309	61.231.117.184	265
3310	61.238.189.218	449
3311	61.240.66.134	357
3312	61.244.171.10	270
3313	61.246.177.223	464
3314	61.247.236.52	371
3315	61.251.242.193	349
3316	62.6.214.218	318
3317	62.12.95.30	339
3318	62.18.203.247	200
3319	62.20.81.148	529
3320	62.22.117.124	366
3321	62.35.191.88	568
3322	62.43.94.208	497
3323	62.46.165.160	301
3324	62.52.213.69	363
3325	62.52.226.106	378
3326	62.54.236.215	322
3327	62.56.246.219	425
3328	62.73.206.115	558
3329	62.75.82.84	372
3330	62.75.154.87	449
3331	62.76.79.16	382
3332	62.83.128.212	378
3333	62.84.22.238	352
3334	62.84.68.51	259
3335	62.91.131.83	361
3336	62.92.193.79	345
3337	62.95.247.118	509
3338	62.97.62.94	365
3339	62.102.8.68	352
3340	62.106.112.196	353
3341	62.115.30.175	298
3342	62.115.167.9	337
3343	62.123.17.6	268
3344	62.123.18.236	189
3345	62.134.72.85	380
3346	62.143.66.30	411
3347	62.169.210.196	419
3348	62.181.116.116	443
3349	62.187.157.203	360
3350	62.194.165.138	316
3351	62.201.151.31	410
3352	62.208.18.220	441
3353	62.208.21.209	476
3354	62.210.164.16	409
3355	62.214.32.116	305
3356	62.214.215.81	357
3357	62.218.115.185	538
3358	62.219.239.25	320
3359	62.222.105.192	378
3360	62.222.141.89	323
3361	62.232.219.91	408
3362	62.251.7.170	298
3363	62.251.55.246	349
3364	62.254.42.6	242
3365	63.6.149.29	583
3366	63.8.144.106	261
3367	63.12.11.177	359
3368	63.16.103.11	380
3369	63.17.98.105	314
3370	63.24.243.11	388
3371	63.25.79.156	315
3372	63.25.131.50	390
3373	63.26.1.155	590
3374	63.27.28.57	354
3375	63.27.58.87	367
3376	63.28.154.246	345
3377	63.31.67.2	216
3378	63.33.190.212	385
3379	63.33.215.28	79
3380	63.38.78.107	496
3381	63.38.106.54	317
3382	63.58.224.208	271
3383	63.59.118.41	300
3384	63.64.172.234	272
3385	63.68.182.128	253
3386	63.72.52.52	271
3387	63.79.5.12	439
3388	63.81.89.20	393
3389	63.86.151.193	375
3390	63.92.242.35	214
3391	63.94.73.142	366
3392	63.100.176.14	311
3393	63.103.162.203	446
3394	63.103.236.109	335
3395	63.105.111.252	297
3396	63.107.16.82	545
3397	63.109.20.141	373
3398	63.119.161.85	409
3399	63.120.106.10	329
3400	63.120.158.79	343
3401	63.122.129.224	302
3402	63.123.62.53	421
3403	63.125.40.39	467
3404	63.135.49.9	320
3405	63.137.87.12	348
3406	63.139.192.239	339
3407	63.141.64.180	349
3408	63.141.113.60	333
3409	63.143.95.221	320
3410	63.145.16.224	368
3411	63.146.21.96	303
3412	63.150.132.28	381
3413	63.150.180.112	356
3414	63.163.190.176	298
3415	63.171.7.38	260
3416	63.174.14.37	256
3417	63.183.174.39	307
3418	63.187.148.96	562
3419	63.191.202.247	334
3420	63.197.192.81	289
3421	63.200.10.36	295
3422	63.203.126.200	428
3423	63.203.130.69	258
3424	63.209.156.144	263
3425	63.211.184.84	246
3426	63.213.247.108	609
3427	63.215.202.254	389
3428	63.219.119.109	365
3429	63.223.59.85	331
3430	63.230.65.91	201
3431	63.236.244.254	386
3432	63.240.206.115	374
3433	63.245.254.18	170
3434	63.247.5.145	424
3435	63.254.75.244	253
3436	64.2.221.42	332
3437	64.4.160.231	336
3438	64.6.128.87	475
3439	64.11.156.218	372
3440	64.30.95.222	368
3441	64.34.241.155	428
3442	64.38.136.1	324
3443	64.38.140.80	294
3444	64.40.150.107	276
3445	64.42.191.142	498
3446	64.45.68.28	368
3447	64.48.125.254	295
3448	64.49.226.104	245
3449	64.52.248.237	443
3450	64.57.13.121	299
3451	64.64.94.192	330
3452	64.65.27.99	446
3453	64.66.100.160	435
3454	64.75.33.105	313
3455	64.77.91.132	367
3456	64.79.88.159	381
3457	64.83.250.5	315
3458	64.86.231.58	375
3459	64.88.21.81	447
3460	64.95.76.189	740
3461	64.100.66.220	620
3462	64.114.181.171	320
3463	64.121.131.248	371
3464	64.126.176.63	387
3465	64.135.19.183	488
3466	64.139.137.189	387
3467	64.146.174.145	391
3468	64.154.86.234	348
3469	64.161.243.129	298
3470	64.162.25.114	347
3471	64.167.52.229	434
3472	64.178.43.111	281
3473	64.178.227.70	421
3474	64.188.12.253	362
3475	64.196.42.226	371
3476	64.197.181.113	299
3477	64.198.147.126	287
3478	64.208.44.130	435
3479	64.212.25.118	233
3480	64.216.207.22	437
3481	64.217.114.196	444
3482	64.217.173.82	384
3483	64.220.154.146	405
3484	64.220.234.98	587
3485	64.227.56.249	330
3486	64.231.90.143	367
3487	64.239.4.134	286
3488	64.241.205.38	323
3489	64.245.30.163	275
3490	64.248.86.230	197
3491	64.254.28.111	268
3492	65.10.126.56	395
3493	65.23.64.127	351
3494	65.42.54.209	278
3495	65.42.161.171	426
3496	65.57.18.239	398
3497	65.58.143.112	459
3498	65.60.120.39	369
3499	65.64.45.82	405
3500	65.66.163.242	229
3501	65.67.210.245	385
3502	65.72.67.227	294
3503	65.78.147.204	389
3504	65.78.236.245	416
3505	65.79.39.227	241
3506	65.81.35.121	414
3507	65.83.127.224	330
3508	65.92.81.220	309
3509	65.98.228.34	350
3510	65.106.74.166	502
3511	65.108.128.39	495
3512	65.110.119.85	409
3513	65.121.192.174	469
3514	65.122.166.179	366
3515	65.122.248.58	510
3516	65.123.62.52	352
3517	65.126.16.59	305
3518	65.127.66.186	377
3519	65.128.209.117	349
3520	65.134.26.166	336
3521	65.139.202.193	270
3522	65.147.166.232	333
3523	65.148.60.242	433
3524	65.151.122.26	364
3525	65.153.49.115	452
3526	65.154.64.186	441
3527	65.164.22.32	285
3528	65.165.50.196	362
3529	65.166.160.26	331
3530	65.169.49.117	504
3531	65.185.184.46	320
3532	65.189.151.207	341
3533	65.191.138.199	393
3534	65.200.234.16	409
3535	65.208.159.96	408
3536	65.211.24.63	261
3537	65.211.118.65	363
3538	65.211.232.185	476
3539	65.222.45.50	328
3540	65.222.214.136	397
3541	65.239.228.77	314
3542	65.240.187.240	340
3543	65.252.254.234	383
3544	66.5.99.34	494
3545	66.5.237.46	307
3546	66.13.238.74	286
3547	66.15.81.9	391
3548	66.16.163.78	409
3549	66.22.24.114	288
3550	66.24.242.110	260
3551	66.25.160.214	417
3552	66.38.198.209	389
3553	66.39.59.71	323
3554	66.43.151.138	316
3555	66.47.26.112	330
3556	66.56.122.108	531
3557	66.58.73.167	328
3558	66.59.248.190	308
3559	66.61.114.232	267
3560	66.61.118.12	176
3561	66.65.134.87	396
3562	66.68.246.183	332
3563	66.86.121.39	220
3564	66.88.206.220	379
3565	66.90.78.66	531
3566	66.100.235.52	334
3567	66.101.165.183	343
3568	66.106.190.189	338
3569	66.108.33.217	323
3570	66.112.16.59	259
3571	66.124.123.26	295
3572	66.144.124.172	365
3573	66.148.104.209	392
3574	66.152.78.196	421
3575	66.157.166.169	363
3576	66.164.39.24	298
3577	66.164.88.51	405
3578	66.166.117.144	351
3579	66.167.198.201	318
3580	66.174.94.24	265
3581	66.175.41.28	410
3582	66.176.30.250	345
3583	66.179.172.50	380
3584	66.182.186.60	286
3585	66.195.226.195	460
3586	66.201.223.252	366
3587	66.209.117.92	197
3588	66.210.65.251	267
3589	66.210.225.119	241
3590	66.212.149.142	350
3591	66.214.237.38	263
3592	66.222.253.152	294
3593	66.227.184.132	409
3594	66.229.48.147	110
3595	66.247.213.221	452
3596	66.251.159.206	421
3597	66.253.110.249	282
3598	67.2.179.29	502
3599	67.3.165.242	425
3600	67.4.118.149	358
3601	67.6.204.120	285
3602	67.9.75.5	551
3603	67.12.51.120	287
3604	67.25.62.171	398
3605	67.34.238.229	566
3606	67.36.2.166	396
3607	67.39.22.36	327
3608	67.40.34.113	306
3609	67.40.104.35	374
3610	67.42.240.22	247
3611	67.47.242.249	282
3612	67.66.177.63	384
3613	67.68.68.148	372
3614	67.72.233.74	352
3615	67.74.98.148	190
3616	67.84.83.92	282
3617	67.88.70.38	382
3618	67.90.249.226	420
3619	67.97.167.217	339
3620	67.106.136.23	489
3621	67.117.193.53	275
3622	67.118.104.116	326
3623	67.125.199.54	284
3624	67.129.30.16	304
3625	67.161.159.138	307
3626	67.177.124.141	538
3627	67.179.116.1	338
3628	67.183.147.5	282
3629	67.186.129.62	368
3630	67.200.53.77	333
3631	67.201.65.202	343
3632	67.213.238.192	463
3633	67.217.239.32	295
3634	67.219.98.207	345
3635	67.223.242.190	276
3636	67.225.112.38	348
3637	67.243.135.19	395
3638	67.246.168.31	373
3639	67.247.17.115	363
3640	67.248.81.107	240
3641	67.251.49.87	473
3642	67.254.87.109	529
3643	68.1.9.46	306
3644	68.1.141.123	374
3645	68.12.76.174	261
3646	68.14.27.130	476
3647	68.15.138.153	299
3648	68.20.208.203	317
3649	68.23.83.38	204
3650	68.26.101.230	243
3651	68.27.227.63	481
3652	68.31.160.122	413
3653	68.32.58.144	546
3654	68.36.125.163	271
3655	68.38.48.219	336
3656	68.42.143.91	358
3657	68.43.25.226	334
3658	68.44.3.145	298
3659	68.46.146.26	582
3660	68.88.143.53	364
3661	68.90.16.89	345
3662	68.91.162.141	398
3663	68.109.142.128	245
3664	68.110.208.41	397
3665	68.119.169.52	337
3666	68.120.69.168	368
3667	68.121.138.233	361
3668	68.145.125.110	314
3669	68.149.86.45	469
3670	68.151.157.53	300
3671	68.152.6.57	340
3672	68.153.29.206	360
3673	68.157.107.8	556
3674	68.160.104.243	279
3675	68.162.79.199	426
3676	68.163.31.198	444
3677	68.178.161.252	368
3678	68.178.174.242	513
3679	68.191.74.31	474
3680	68.209.212.127	308
3681	68.217.76.25	252
3682	68.220.19.52	351
3683	68.221.240.30	367
3684	68.223.194.169	408
3685	68.230.51.175	739
3686	68.244.120.59	355
3687	68.247.46.225	302
3688	68.254.160.219	308
3689	68.254.235.185	319
3690	69.3.246.14	399
3691	69.16.136.206	637
3692	69.18.130.192	448
3693	69.18.188.189	377
3694	69.19.93.153	331
3695	69.27.148.147	282
3696	69.27.173.10	283
3697	69.33.151.3	591
3698	69.34.150.77	451
3699	69.35.145.74	664
3700	69.38.122.149	396
3701	69.41.209.192	61
3702	69.43.34.135	325
3703	69.54.25.17	368
3704	69.56.192.242	392
3705	69.64.112.103	402
3706	69.66.69.232	372
3707	69.70.84.80	395
3708	69.72.161.150	278
3709	69.76.146.202	196
3710	69.78.87.111	489
3711	69.79.201.37	437
3712	69.86.155.93	358
3713	69.87.148.63	302
3714	69.90.4.249	324
3715	69.92.219.185	389
3716	69.97.75.135	335
3717	69.97.214.146	502
3718	69.103.215.248	390
3719	69.109.56.201	195
3720	69.110.194.68	347
3721	69.112.207.12	247
3722	69.114.115.239	611
3723	69.124.211.244	500
3724	69.131.144.44	424
3725	69.135.86.197	322
3726	69.139.201.67	311
3727	69.141.64.66	271
3728	69.142.202.112	230
3729	69.144.75.2	283
3730	69.145.13.4	294
3731	69.153.178.14	279
3732	69.163.221.89	231
3733	69.170.84.221	397
3734	69.174.65.128	333
3735	69.179.31.165	320
3736	69.179.197.197	393
3737	69.182.189.42	413
3738	69.196.2.52	325
3739	69.211.18.169	486
3740	69.213.61.120	464
3741	69.213.128.237	329
3742	69.215.154.247	489
3743	69.216.5.211	369
3744	69.223.84.63	386
3745	69.234.108.80	399
3746	69.235.106.121	307
3747	69.237.109.75	563
3748	69.240.74.150	374
3749	69.244.115.175	353
3750	69.246.221.73	320
3751	69.247.236.134	428
3752	69.248.136.163	357
3753	70.3.180.204	340
3754	70.21.20.223	373
3755	70.22.162.3	379
3756	70.26.200.208	791
3757	70.30.25.169	317
3758	70.45.99.5	428
3759	70.49.218.233	351
3760	70.51.254.78	296
3761	70.143.39.159	146
3762	70.143.177.143	462
3763	70.144.162.158	357
3764	70.149.144.193	506
3765	70.151.71.113	328
3766	70.152.57.142	324
3767	70.153.111.236	482
3768	70.158.243.234	555
3769	70.160.54.148	377
3770	70.161.55.180	497
3771	70.162.185.91	469
3772	70.164.65.11	339
3773	70.166.204.110	307
3774	70.168.167.241	321
3775	70.180.145.181	383
3776	70.186.49.183	443
3777	70.193.82.130	392
3778	70.194.112.91	322
3779	70.194.232.92	279
3780	70.199.8.67	227
3781	70.209.127.2	341
3782	70.216.136.234	340
3783	70.217.188.125	263
3784	70.217.188.193	374
3785	70.219.172.119	342
3786	70.219.199.17	503
3787	70.220.179.163	434
3788	70.224.33.47	254
3789	70.231.88.77	251
3790	70.233.156.223	422
3791	70.234.70.172	489
3792	70.238.188.87	503
3793	70.239.71.241	399
3794	70.240.51.134	430
3795	70.240.136.218	393
3796	70.244.246.251	280
3797	70.253.250.55	353
3798	71.2.104.149	343
3799	71.7.45.153	157
3800	71.17.208.250	247
3801	71.18.35.172	451
3802	71.19.60.147	303
3803	71.20.12.116	503
3804	71.23.118.68	204
3805	71.39.57.115	276
3806	71.41.254.197	389
3807	71.63.7.132	324
3808	71.63.211.85	303
3809	71.66.161.213	284
3810	71.68.28.30	333
3811	71.75.51.99	427
3812	71.77.232.140	359
3813	71.85.167.36	301
3814	71.85.245.221	351
3815	71.86.205.137	346
3816	71.88.27.241	291
3817	71.93.86.57	362
3818	71.97.238.199	322
3819	71.100.27.115	315
3820	71.100.174.231	304
3821	71.106.93.239	424
3822	71.109.96.145	379
3823	71.110.248.101	418
3824	71.112.164.177	435
3825	71.112.167.155	479
3826	71.115.150.188	448
3827	71.117.103.18	279
3828	71.129.150.40	462
3829	71.132.78.174	395
3830	71.135.111.207	317
3831	71.146.99.226	426
3832	71.155.13.238	316
3833	71.156.2.1	297
3834	71.157.12.134	581
3835	71.164.134.129	354
3836	71.165.70.212	384
3837	71.166.187.166	323
3838	71.173.206.217	381
3839	71.176.79.193	556
3840	71.184.129.192	399
3841	71.190.177.11	341
3842	71.197.195.108	420
3843	71.211.203.191	471
3844	71.212.234.92	376
3845	71.213.40.17	276
3846	71.213.150.114	362
3847	71.216.168.165	462
3848	71.222.210.197	288
3849	71.229.220.250	282
3850	71.230.96.248	419
3851	71.231.64.253	418
3852	71.237.109.221	447
3853	71.240.180.175	274
3854	71.252.203.121	396
3855	72.3.110.247	329
3856	72.11.143.119	280
3857	72.12.173.240	190
3858	72.14.171.46	319
3859	72.15.97.175	410
3860	72.18.39.41	273
3861	72.18.198.244	300
3862	72.22.122.164	326
3863	72.34.185.253	312
3864	72.37.40.81	332
3865	72.58.12.252	336
3866	72.59.213.55	322
3867	72.61.41.204	406
3868	72.66.180.4	585
3869	72.67.132.84	293
3870	72.68.237.14	303
3871	72.70.196.183	180
3872	72.71.216.92	304
3873	72.74.23.222	375
3874	72.84.139.75	355
3875	72.90.171.150	276
3876	72.111.111.166	319
3877	72.113.212.78	267
3878	72.115.144.127	274
3879	72.132.189.169	425
3880	72.145.99.207	346
3881	72.146.102.92	230
3882	72.149.250.48	574
3883	72.153.226.32	272
3884	72.159.145.188	438
3885	72.176.155.111	577
3886	72.181.189.62	334
3887	72.193.76.37	499
3888	72.199.122.223	561
3889	72.201.91.164	575
3890	72.201.144.246	429
3891	72.211.189.123	307
3892	72.214.195.151	292
3893	72.226.198.77	300
3894	72.229.122.17	288
3895	72.231.170.134	103
3896	73.7.176.67	419
3897	73.14.50.92	267
3898	73.19.175.3	487
3899	73.23.198.142	447
3900	73.32.97.140	369
3901	73.35.76.111	242
3902	73.36.217.168	441
3903	73.42.111.183	362
3904	73.42.179.139	287
3905	73.44.7.186	266
3906	73.44.95.248	402
3907	73.47.13.36	447
3908	73.48.204.194	240
3909	73.61.59.192	347
3910	73.64.177.185	360
3911	73.70.2.172	312
3912	73.82.236.177	523
3913	73.84.62.19	320
3914	73.84.187.189	275
3915	73.87.51.93	266
3916	73.89.221.25	0
3917	73.92.158.211	216
3918	73.95.17.31	391
3919	73.101.57.111	169
3920	73.104.145.131	251
3921	73.108.216.218	277
3922	73.111.43.108	363
3923	73.124.9.231	385
3924	73.125.36.197	297
3925	73.139.235.246	403
3926	73.144.27.97	358
3927	73.150.105.172	289
3928	73.151.59.5	544
3929	73.155.236.236	339
3930	73.159.126.169	324
3931	73.160.48.189	263
3932	73.161.60.82	353
3933	73.162.165.133	295
3934	73.163.198.165	408
3935	73.166.57.57	74
3936	73.178.80.223	287
3937	73.181.149.23	629
3938	73.190.34.148	482
3939	73.196.146.35	312
3940	73.200.9.243	335
3941	73.203.172.122	352
3942	73.217.213.58	425
3943	73.222.220.52	329
3944	73.227.119.242	284
3945	73.227.239.30	289
3946	73.229.150.253	457
3947	73.236.17.163	335
3948	73.238.16.158	497
3949	73.238.215.235	300
3950	73.254.197.26	236
3951	74.2.186.139	378
3952	74.6.144.178	335
3953	74.19.211.230	375
3954	74.22.148.233	390
3955	74.22.192.34	346
3956	74.23.20.95	338
3957	74.23.175.189	532
3958	74.23.239.11	459
3959	74.37.16.80	342
3960	74.41.93.234	466
3961	74.60.64.251	303
3962	74.62.126.154	239
3963	74.80.110.250	404
3964	74.86.14.41	518
3965	74.88.229.206	393
3966	74.92.215.95	415
3967	74.93.123.8	292
3968	74.100.175.14	306
3969	74.101.61.24	301
3970	74.103.216.157	624
3971	74.108.18.84	377
3972	74.108.251.254	254
3973	74.111.99.54	223
3974	74.112.242.111	507
3975	74.114.179.54	338
3976	74.115.195.250	290
3977	74.121.167.163	412
3978	74.123.69.186	533
3979	74.124.49.219	412
3980	74.131.53.121	327
3981	74.131.148.115	341
3982	74.138.179.171	407
3983	74.141.167.246	465
3984	74.142.115.154	407
3985	74.144.8.161	378
3986	74.144.195.10	395
3987	74.147.206.44	365
3988	74.155.220.117	408
3989	74.157.176.44	407
3990	74.158.43.184	347
3991	74.163.227.28	286
3992	74.166.227.166	256
3993	74.167.90.4	394
3994	74.178.59.89	426
3995	74.180.58.98	467
3996	74.187.81.167	255
3997	74.210.202.121	336
3998	74.221.54.1	463
3999	74.222.225.115	405
4000	74.226.166.95	379
4001	74.228.96.215	322
4002	74.230.190.247	511
4003	74.233.128.251	398
4004	74.242.147.13	552
4005	75.1.143.97	243
4006	75.7.29.67	339
4007	75.15.61.125	428
4008	75.16.25.193	410
4009	75.17.191.245	392
4010	75.21.243.56	378
4011	75.35.17.109	285
4012	75.43.87.127	294
4013	75.44.164.127	427
4014	75.70.59.144	330
4015	75.75.148.235	326
4016	75.76.198.230	290
4017	75.79.72.72	387
4018	75.97.106.227	309
4019	75.98.92.183	382
4020	75.102.214.20	396
4021	75.105.57.65	325
4022	75.107.130.66	339
4023	75.109.140.34	460
4024	75.112.83.145	518
4025	75.122.246.110	395
4026	75.124.134.6	301
4027	75.125.46.1	403
4028	75.125.84.123	306
4029	75.127.8.98	319
4030	75.138.200.200	393
4031	75.141.27.37	407
4032	75.141.197.90	386
4033	75.142.3.235	520
4034	75.142.169.240	298
4035	75.145.48.92	263
4036	75.147.178.95	368
4037	75.149.100.166	446
4038	75.157.85.247	327
4039	75.160.127.155	486
4040	75.181.205.192	328
4041	75.183.31.8	543
4042	75.187.29.81	427
4043	75.189.231.253	330
4044	75.200.148.211	359
4045	75.200.208.49	339
4046	75.202.99.204	305
4047	75.206.189.39	252
4048	75.207.23.2	386
4049	75.208.238.89	516
4050	75.212.15.71	195
4051	75.213.171.28	418
4052	75.223.250.168	435
4053	75.224.121.184	280
4054	75.225.225.4	462
4055	75.235.204.144	472
4056	75.237.32.220	419
4057	75.237.46.166	425
4058	75.238.38.173	326
4059	75.239.237.233	374
4060	75.249.175.215	282
4061	75.252.69.138	301
4062	76.12.19.229	346
4063	76.16.73.202	421
4064	76.19.180.239	394
4065	76.30.63.105	655
4066	76.30.197.158	401
4067	76.32.92.251	479
